# Recosted Anthropic head-to-head CSV.
# Original input: sweep_results/claude_sonnet_lang001_n30_full.csv
# Multiplier applied: 3.0 (haiku-to-sonnet, derived
# from identical 1:5 input:output price ratio across both providers).
# Added columns: spent_uc_original, spent_uc_recosted,
# recost_multiplier, overshoot_uc_recosted, pct_of_cap_recosted.
# Original spent_uc and overshoot_uc columns preserved unchanged.
# Algebra: sonnet_cost = (3I + 15O)/Mtok = 3 * (I + 5O)/Mtok = 3 * haiku_cost.
runtime,run_id,provider,workload,outcome,agent_steps,cap_uc,total_spent_uc,pct_of_cap,overshoot_uc,structural_undershoot_uc,wasted_call_cost_uc,wall_seconds,spent_uc_original,spent_uc_recosted,recost_multiplier,overshoot_uc_recosted,pct_of_cap_recosted
langgraph_only,11,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.542,4754,14262,3.0,13722,2641.11
langgraph_only,12,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.35,4754,14262,3.0,13722,2641.11
langgraph_only,13,anthropic,lang001,completed_no_cap_hit,4,540,4722,874.44,4182,0,0,7.166,4722,14166,3.0,13626,2623.33
langgraph_only,14,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.348,4754,14262,3.0,13722,2641.11
langgraph_only,15,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,8.805,4754,14262,3.0,13722,2641.11
langgraph_only,16,anthropic,lang001,completed_no_cap_hit,4,540,4787,886.48,4247,0,0,6.145,4787,14361,3.0,13821,2659.44
langgraph_only,17,anthropic,lang001,completed_no_cap_hit,4,540,4722,874.44,4182,0,0,6.551,4722,14166,3.0,13626,2623.33
langgraph_only,18,anthropic,lang001,completed_no_cap_hit,4,540,4722,874.44,4182,0,0,6.348,4722,14166,3.0,13626,2623.33
langgraph_only,19,anthropic,lang001,completed_no_cap_hit,4,540,4762,881.85,4222,0,0,7.166,4762,14286,3.0,13746,2645.56
langgraph_only,20,anthropic,lang001,completed_no_cap_hit,4,540,4762,881.85,4222,0,0,6.75,4762,14286,3.0,13746,2645.56
langgraph_only,21,anthropic,lang001,completed_no_cap_hit,4,540,4809,890.56,4269,0,0,7.173,4809,14427,3.0,13887,2671.67
langgraph_only,22,anthropic,lang001,completed_no_cap_hit,4,540,4585,849.07,4045,0,0,6.758,4585,13755,3.0,13215,2547.22
langgraph_only,23,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,7.645,4754,14262,3.0,13722,2641.11
langgraph_only,24,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,7.304,4754,14262,3.0,13722,2641.11
langgraph_only,25,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.553,4754,14262,3.0,13722,2641.11
langgraph_only,26,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.419,4754,14262,3.0,13722,2641.11
langgraph_only,27,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.7,4754,14262,3.0,13722,2641.11
langgraph_only,28,anthropic,lang001,completed_no_cap_hit,4,540,4722,874.44,4182,0,0,6.196,4722,14166,3.0,13626,2623.33
langgraph_only,29,anthropic,lang001,completed_no_cap_hit,4,540,4754,880.37,4214,0,0,6.887,4754,14262,3.0,13722,2641.11
langgraph_only,30,anthropic,lang001,completed_no_cap_hit,4,540,4787,886.48,4247,0,0,6.764,4787,14361,3.0,13821,2659.44
langgraph_with_guard,1,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.174,906,2718,3.0,2178,503.33
langgraph_with_guard,2,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.089,906,2718,3.0,2178,503.33
langgraph_with_guard,3,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.103,906,2718,3.0,2178,503.33
langgraph_with_guard,4,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.677,906,2718,3.0,2178,503.33
langgraph_with_guard,5,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.715,906,2718,3.0,2178,503.33
langgraph_with_guard,6,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.432,906,2718,3.0,2178,503.33
langgraph_with_guard,7,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.23,906,2718,3.0,2178,503.33
langgraph_with_guard,8,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.459,906,2718,3.0,2178,503.33
langgraph_with_guard,9,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.149,906,2718,3.0,2178,503.33
langgraph_with_guard,10,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.488,906,2718,3.0,2178,503.33
langgraph_with_guard,11,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.146,906,2718,3.0,2178,503.33
langgraph_with_guard,12,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.188,906,2718,3.0,2178,503.33
langgraph_with_guard,13,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.147,906,2718,3.0,2178,503.33
langgraph_with_guard,14,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.193,906,2718,3.0,2178,503.33
langgraph_with_guard,15,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.113,906,2718,3.0,2178,503.33
langgraph_with_guard,16,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.584,906,2718,3.0,2178,503.33
langgraph_with_guard,17,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.131,906,2718,3.0,2178,503.33
langgraph_with_guard,18,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.043,906,2718,3.0,2178,503.33
langgraph_with_guard,19,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.308,906,2718,3.0,2178,503.33
langgraph_with_guard,20,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.142,906,2718,3.0,2178,503.33
langgraph_with_guard,21,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.231,906,2718,3.0,2178,503.33
langgraph_with_guard,22,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.186,906,2718,3.0,2178,503.33
langgraph_with_guard,23,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.215,906,2718,3.0,2178,503.33
langgraph_with_guard,24,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.33,906,2718,3.0,2178,503.33
langgraph_with_guard,25,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.146,906,2718,3.0,2178,503.33
langgraph_with_guard,26,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,8.109,906,2718,3.0,2178,503.33
langgraph_with_guard,27,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.402,906,2718,3.0,2178,503.33
langgraph_with_guard,28,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.464,906,2718,3.0,2178,503.33
langgraph_with_guard,29,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,2.048,906,2718,3.0,2178,503.33
langgraph_with_guard,30,anthropic,lang001,runtime_guard_fired_after_call,1,540,906,167.78,366,0,906,1.434,906,2718,3.0,2178,503.33
crewai,1,anthropic,lang001,completed_no_cap_hit,1,540,6699,1240.56,6159,0,0,43.207,6699,20097,3.0,19557,3721.67
crewai,2,anthropic,lang001,completed_no_cap_hit,1,540,6662,1233.7,6122,0,0,10.962,6662,19986,3.0,19446,3701.11
crewai,3,anthropic,lang001,completed_no_cap_hit,1,540,6802,1259.63,6262,0,0,10.355,6802,20406,3.0,19866,3778.89
crewai,4,anthropic,lang001,completed_no_cap_hit,1,540,8240,1525.93,7700,0,0,13.904,8240,24720,3.0,24180,4577.78
crewai,5,anthropic,lang001,completed_no_cap_hit,1,540,6742,1248.52,6202,0,0,10.31,6742,20226,3.0,19686,3745.56
crewai,6,anthropic,lang001,completed_no_cap_hit,1,540,14742,2730.0,14202,0,0,22.887,14742,44226,3.0,43686,8190.00
crewai,7,anthropic,lang001,completed_no_cap_hit,1,540,6912,1280.0,6372,0,0,10.265,6912,20736,3.0,20196,3840.00
crewai,8,anthropic,lang001,completed_no_cap_hit,1,540,5587,1034.63,5047,0,0,9.967,5587,16761,3.0,16221,3103.89
crewai,9,anthropic,lang001,completed_no_cap_hit,1,540,8215,1521.3,7675,0,0,15.196,8215,24645,3.0,24105,4563.89
crewai,10,anthropic,lang001,completed_no_cap_hit,1,540,7007,1297.59,6467,0,0,11.67,7007,21021,3.0,20481,3892.78
crewai,11,anthropic,lang001,completed_no_cap_hit,1,540,14179,2625.74,13639,0,0,21.303,14179,42537,3.0,41997,7877.22
crewai,12,anthropic,lang001,completed_no_cap_hit,1,540,8419,1559.07,7879,0,0,13.579,8419,25257,3.0,24717,4677.22
crewai,13,anthropic,lang001,completed_no_cap_hit,1,540,7317,1355.0,6777,0,0,15.112,7317,21951,3.0,21411,4065.00
crewai,14,anthropic,lang001,completed_no_cap_hit,1,540,5477,1014.26,4937,0,0,9.873,5477,16431,3.0,15891,3042.78
crewai,15,anthropic,lang001,completed_no_cap_hit,1,540,8469,1568.33,7929,0,0,12.595,8469,25407,3.0,24867,4705.00
crewai,16,anthropic,lang001,completed_no_cap_hit,1,540,8248,1527.41,7708,0,0,12.598,8248,24744,3.0,24204,4582.22
crewai,17,anthropic,lang001,completed_no_cap_hit,1,540,8275,1532.41,7735,0,0,11.743,8275,24825,3.0,24285,4597.22
crewai,18,anthropic,lang001,completed_no_cap_hit,1,540,5239,970.19,4699,0,0,9.591,5239,15717,3.0,15177,2910.56
crewai,19,anthropic,lang001,completed_no_cap_hit,1,540,8282,1533.7,7742,0,0,13.175,8282,24846,3.0,24306,4601.11
crewai,20,anthropic,lang001,completed_no_cap_hit,1,540,6667,1234.63,6127,0,0,10.491,6667,20001,3.0,19461,3703.89
crewai,21,anthropic,lang001,completed_no_cap_hit,1,540,4974,921.11,4434,0,0,10.999,4974,14922,3.0,14382,2763.33
crewai,22,anthropic,lang001,completed_no_cap_hit,1,540,8354,1547.04,7814,0,0,13.958,8354,25062,3.0,24522,4641.11
crewai,23,anthropic,lang001,completed_no_cap_hit,1,540,14820,2744.44,14280,0,0,19.672,14820,44460,3.0,43920,8233.33
crewai,24,anthropic,lang001,completed_no_cap_hit,1,540,8219,1522.04,7679,0,0,11.467,8219,24657,3.0,24117,4566.11
crewai,25,anthropic,lang001,completed_no_cap_hit,1,540,6952,1287.41,6412,0,0,11.248,6952,20856,3.0,20316,3862.22
crewai,26,anthropic,lang001,completed_no_cap_hit,1,540,5527,1023.52,4987,0,0,8.979,5527,16581,3.0,16041,3070.56
crewai,27,anthropic,lang001,completed_no_cap_hit,1,540,5469,1012.78,4929,0,0,8.857,5469,16407,3.0,15867,3038.33
crewai,28,anthropic,lang001,completed_no_cap_hit,1,540,8485,1571.3,7945,0,0,12.364,8485,25455,3.0,24915,4713.89
crewai,29,anthropic,lang001,completed_no_cap_hit,1,540,6805,1260.19,6265,0,0,11.725,6805,20415,3.0,19875,3780.56
crewai,30,anthropic,lang001,completed_no_cap_hit,1,540,8055,1491.67,7515,0,0,13.918,8055,24165,3.0,23625,4475.00
autogen,1,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,9.348,4910,14730,3.0,14190,2727.78
autogen,2,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,7.923,4910,14730,3.0,14190,2727.78
autogen,3,anthropic,lang001,structural_max_turns_hit,4,540,4850,898.15,4310,0,0,7.781,4850,14550,3.0,14010,2694.44
autogen,4,anthropic,lang001,structural_max_turns_hit,4,540,4850,898.15,4310,0,0,7.322,4850,14550,3.0,14010,2694.44
autogen,5,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,6.81,4910,14730,3.0,14190,2727.78
autogen,6,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,6.983,4910,14730,3.0,14190,2727.78
autogen,7,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,6.533,4910,14730,3.0,14190,2727.78
autogen,8,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,7.668,4910,14730,3.0,14190,2727.78
autogen,9,anthropic,lang001,structural_max_turns_hit,4,540,4850,898.15,4310,0,0,6.873,4850,14550,3.0,14010,2694.44
autogen,10,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,6.346,4910,14730,3.0,14190,2727.78
autogen,11,anthropic,lang001,structural_max_turns_hit,4,540,4850,898.15,4310,0,0,10.04,4850,14550,3.0,14010,2694.44
autogen,12,anthropic,lang001,structural_max_turns_hit,4,540,4900,907.41,4360,0,0,7.576,4900,14700,3.0,14160,2722.22
autogen,13,anthropic,lang001,structural_max_turns_hit,4,540,4880,903.7,4340,0,0,6.554,4880,14640,3.0,14100,2711.11
autogen,14,anthropic,lang001,structural_max_turns_hit,4,540,4855,899.07,4315,0,0,7.021,4855,14565,3.0,14025,2697.22
autogen,15,anthropic,lang001,structural_max_turns_hit,4,540,4880,903.7,4340,0,0,7.048,4880,14640,3.0,14100,2711.11
autogen,16,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,7.025,4910,14730,3.0,14190,2727.78
autogen,17,anthropic,lang001,structural_max_turns_hit,4,540,4855,899.07,4315,0,0,9.216,4855,14565,3.0,14025,2697.22
autogen,18,anthropic,lang001,structural_max_turns_hit,4,540,4900,907.41,4360,0,0,7.209,4900,14700,3.0,14160,2722.22
autogen,19,anthropic,lang001,structural_max_turns_hit,4,540,4855,899.07,4315,0,0,6.804,4855,14565,3.0,14025,2697.22
autogen,20,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,6.877,4910,14730,3.0,14190,2727.78
autogen,21,anthropic,lang001,structural_max_turns_hit,4,540,4900,907.41,4360,0,0,7.241,4900,14700,3.0,14160,2722.22
autogen,22,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,9.325,4910,14730,3.0,14190,2727.78
autogen,23,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,7.191,4910,14730,3.0,14190,2727.78
autogen,24,anthropic,lang001,structural_max_turns_hit,4,540,4850,898.15,4310,0,0,7.082,4850,14550,3.0,14010,2694.44
autogen,25,anthropic,lang001,structural_max_turns_hit,4,540,4850,898.15,4310,0,0,6.43,4850,14550,3.0,14010,2694.44
autogen,26,anthropic,lang001,structural_max_turns_hit,4,540,4825,893.52,4285,0,0,9.331,4825,14475,3.0,13935,2680.56
autogen,27,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,7.563,4910,14730,3.0,14190,2727.78
autogen,28,anthropic,lang001,structural_max_turns_hit,4,540,4910,909.26,4370,0,0,6.509,4910,14730,3.0,14190,2727.78
autogen,29,anthropic,lang001,structural_max_turns_hit,4,540,4900,907.41,4360,0,0,6.662,4900,14700,3.0,14160,2722.22
autogen,30,anthropic,lang001,structural_max_turns_hit,4,540,4855,899.07,4315,0,0,7.025,4855,14565,3.0,14025,2697.22
token_capabilities,1,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.457,906,2718,3.0,2178,503.33
token_capabilities,2,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.203,906,2718,3.0,2178,503.33
token_capabilities,3,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.154,906,2718,3.0,2178,503.33
token_capabilities,4,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.305,906,2718,3.0,2178,503.33
token_capabilities,5,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.829,906,2718,3.0,2178,503.33
token_capabilities,6,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.658,906,2718,3.0,2178,503.33
token_capabilities,7,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.183,906,2718,3.0,2178,503.33
token_capabilities,8,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.346,906,2718,3.0,2178,503.33
token_capabilities,9,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.069,906,2718,3.0,2178,503.33
token_capabilities,10,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.085,906,2718,3.0,2178,503.33
token_capabilities,11,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.586,906,2718,3.0,2178,503.33
token_capabilities,12,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.548,906,2718,3.0,2178,503.33
token_capabilities,13,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.167,906,2718,3.0,2178,503.33
token_capabilities,14,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.182,906,2718,3.0,2178,503.33
token_capabilities,15,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.138,906,2718,3.0,2178,503.33
token_capabilities,16,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.096,906,2718,3.0,2178,503.33
token_capabilities,17,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,2.011,906,2718,3.0,2178,503.33
token_capabilities,18,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.224,906,2718,3.0,2178,503.33
token_capabilities,19,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.114,906,2718,3.0,2178,503.33
token_capabilities,20,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.04,906,2718,3.0,2178,503.33
token_capabilities,21,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,2.057,906,2718,3.0,2178,503.33
token_capabilities,22,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.408,906,2718,3.0,2178,503.33
token_capabilities,23,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.474,906,2718,3.0,2178,503.33
token_capabilities,24,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.309,906,2718,3.0,2178,503.33
token_capabilities,25,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,5.263,906,2718,3.0,2178,503.33
token_capabilities,26,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.217,906,2718,3.0,2178,503.33
token_capabilities,27,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.179,906,2718,3.0,2178,503.33
token_capabilities,28,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.867,906,2718,3.0,2178,503.33
token_capabilities,29,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.111,906,2718,3.0,2178,503.33
token_capabilities,30,anthropic,lang001,compile_time_reservation_refused,1,540,906,167.78,366,0,0,1.359,906,2718,3.0,2178,503.33
litellm_proxy,1,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.12,906,2718,3.0,2178,503.33
litellm_proxy,2,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.21,906,2718,3.0,2178,503.33
litellm_proxy,3,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.798,906,2718,3.0,2178,503.33
litellm_proxy,4,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.188,906,2718,3.0,2178,503.33
litellm_proxy,5,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.39,906,2718,3.0,2178,503.33
litellm_proxy,6,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.482,906,2718,3.0,2178,503.33
litellm_proxy,7,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.042,906,2718,3.0,2178,503.33
litellm_proxy,8,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.865,906,2718,3.0,2178,503.33
litellm_proxy,9,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.026,906,2718,3.0,2178,503.33
litellm_proxy,10,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.115,906,2718,3.0,2178,503.33
litellm_proxy,11,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.408,906,2718,3.0,2178,503.33
litellm_proxy,12,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.106,906,2718,3.0,2178,503.33
litellm_proxy,13,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.129,906,2718,3.0,2178,503.33
litellm_proxy,14,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.259,906,2718,3.0,2178,503.33
litellm_proxy,15,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.404,906,2718,3.0,2178,503.33
litellm_proxy,16,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.44,906,2718,3.0,2178,503.33
litellm_proxy,17,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.239,906,2718,3.0,2178,503.33
litellm_proxy,18,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.235,906,2718,3.0,2178,503.33
litellm_proxy,19,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.176,906,2718,3.0,2178,503.33
litellm_proxy,20,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.536,906,2718,3.0,2178,503.33
litellm_proxy,21,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.999,906,2718,3.0,2178,503.33
litellm_proxy,22,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.637,906,2718,3.0,2178,503.33
litellm_proxy,23,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.329,906,2718,3.0,2178,503.33
litellm_proxy,24,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.31,906,2718,3.0,2178,503.33
litellm_proxy,25,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.253,906,2718,3.0,2178,503.33
litellm_proxy,26,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.304,906,2718,3.0,2178,503.33
litellm_proxy,27,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.09,906,2718,3.0,2178,503.33
litellm_proxy,28,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,2.66,906,2718,3.0,2178,503.33
litellm_proxy,29,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.137,906,2718,3.0,2178,503.33
litellm_proxy,30,anthropic,lang001,litellm_budget_exceeded_after_call,1,540,906,167.78,366,0,906,1.114,906,2718,3.0,2178,503.33
